1,Physical sciences
7b1,Fish; Morphology; Taxonomy; Salmonidae
7b2,Fish; Morphology; Taxonomy; Lampreys
7b3,Fish; Morphology; Taxonomy; Clupeidae
7b4,Fish; Morphology; Taxonomy; Esocidae
7b5,Fish; Morphology; Taxonomy; Cyprinidae
7b6,Fish; Morphology; Taxonomy; Anguillidae
7b7,Fish; Morphology; Taxonomy; Percidae
7b8,Fish; Morphology; Taxonomy; Cichlidae
7b9,Fish; Morphology; Taxonomy; 
7c0,Fish; Geographical distribution;  
7c1,Fish; Geographical distribution;  Salmonidae
7c2,Fish; Geographical distribution;  Lampreys
7c3,Fish; Geographical distribution;  Clupeidae
7c4,Fish; Geographical distribution;  Esocidae
7c5,Fish; Geographical distribution;  Cyprinidae
7c6,Fish; Geographical distribution;  Anguillidae
7c7,Fish; Geographical distribution;  Percidae
7c8,Fish; Geographical distribution;  Cichlidae
7c9,Fish; Geographical distribution;  
7d0,Fish; Biochemistry; Physiology; 
7d1,Fish; Biochemistry; Physiology; Salmonidae
7d2,Fish; Biochemistry; Physiology; Lampreys
7d3,Fish; Biochemistry; Physiology; Clupeidae
7d4,Fish; Biochemistry; Physiology; Esocidae
7d5,Fish; Biochemistry; Physiology; Cyprinidae
7d6,Fish; Biochemistry; Physiology; Anguillidae
7d7,Fish; Biochemistry; Physiology; Percidae
7d8,Fish; Biochemistry; Physiology; Cichlidae
7d9,Fish; Biochemistry; Physiology; 
7da0,Fish; Physiological techniques; Biochemical techniques; 
7da1,Fish; Physiological techniques; Biochemical techniques; Salmonidae
7da2,Fish; Physiological techniques; Biochemical techniques; Lampreys
7da3,Fish; Physiological techniques; Biochemical techniques; Clupeidae
7da4,Fish; Physiological techniques; Biochemical techniques; Esocidae
7da5,Fish; Physiological techniques; Biochemical techniques; Cyprinidae
7da6,Fish; Physiological techniques; Biochemical techniques; Anguillidae
7da7,Fish; Physiological techniques; Biochemical techniques; Percidae
7da8,Fish; Physiological techniques; Biochemical techniques; Cichlidae
7da9,Fish; Physiological techniques; Biochemical techniques; 
7db0,Fish; Histology; Histochemistry; Cytology; 
7db1,Fish; Histology; Histochemistry; Cytology; Salmonidae
7db2,Fish; Histology; Histochemistry; Cytology; Lampreys
7db3,Fish; Histology; Histochemistry; Cytology; Clupeidae
7db4,Fish; Histology; Histochemistry; Cytology; Esocidae
7db5,Fish; Histology; Histochemistry; Cytology; Cyprinidae
7db6,Fish; Histology; Histochemistry; Cytology; Anguillidae
7db7,Fish; Histology; Histochemistry; Cytology; Percidae
7db8,Fish; Histology; Histochemistry; Cytology; Cichlidae
7db9,Fish; Histology; Histochemistry; Cytology; 
7dc0,Fish; Animal fluids; 
7dc1,Fish; Animal fluids; Salmonidae
7dc2,Fish; Animal fluids; Lampreys
7dc3,Fish; Animal fluids; Clupeidae
7dc4,Fish; Animal fluids; Esocidae
7dc5,Fish; Animal fluids; Cyprinidae
7dc6,Fish; Animal fluids; Anguillidae
7dc7,Fish; Animal fluids; Percidae
7dc8,Fish; Animal fluids; Cichlidae
7dc9,Fish; Animal fluids; 
7dd0,Fish; Respiration; Energetics; 
7dd1,Fish; Respiration; Energetics; Salmonidae
7dd2,Fish; Respiration; Energetics; Lampreys
7dd3,Fish; Respiration; Energetics; Clupeidae
7dd4,Fish; Respiration; Energetics; Esocidae
7dd5,Fish; Respiration; Energetics; Cyprinidae
7dd6,Fish; Respiration; Energetics; Anguillidae
7dd7,Fish; Respiration; Energetics; Percidae
7dd8,Fish; Respiration; Energetics; Cichlidae
7dd9,Fish; Respiration; Energetics; 
7de0,Fish; Chemosynthesis; Pigmentation; 
7de1,Fish; Chemosynthesis; Pigmentation; Salmonidae
7de2,Fish; Chemosynthesis; Pigmentation; Lampreys
7de3,Fish; Chemosynthesis; Pigmentation; Clupeidae
7de4,Fish; Chemosynthesis; Pigmentation; Esocidae
7de5,Fish; Chemosynthesis; Pigmentation; Cyprinidae
7de6,Fish; Chemosynthesis; Pigmentation; Anguillidae
7de7,Fish; Chemosynthesis; Pigmentation; Percidae
7de8,Fish; Chemosynthesis; Pigmentation; Cichlidae
7de9,Fish; Chemosynthesis; Pigmentation; 
7df0,Fish;  Metabolism; 
7df1,Fish;  Metabolism; Salmonidae
7df2,Fish;  Metabolism; Lampreys
7df3,Fish;  Metabolism; Clupeidae
7df4,Fish;  Metabolism; Esocidae
7df5,Fish;  Metabolism; Cyprinidae
7df6,Fish;  Metabolism; Anguillidae
7df7,Fish;  Metabolism; Percidae
7df8,Fish;  Metabolism; Cichlidae
7df9,Fish;  Metabolism; 
7dg0,Fish; Growth; 
7dg1,Fish; Growth; Salmonidae
7dg2,Fish; Growth; Lampreys
7dg3,Fish; Growth; Clupeidae
7dg4,Fish; Growth; Esocidae
7dg5,Fish; Growth; Cyprinidae
7dg6,Fish; Growth; Anguillidae
7dg7,Fish; Growth; Percidae
7dg8,Fish; Growth; Cichlidae
7dg9,Fish; Growth; 
7dh0,Fish; Reproduction; 
7dh1,Fish; Reproduction; Salmonidae
7dh2,Fish; Reproduction; Lampreys
7dh3,Fish; Reproduction; Clupeidae
7dh4,Fish; Reproduction; Esocidae
7dh5,Fish; Reproduction; Cyprinidae
7dh6,Fish; Reproduction; Anguillidae
7dh7,Fish; Reproduction; Percidae
7dh8,Fish; Reproduction; Cichlidae
7dh9,Fish; Reproduction; 
7dj0,Fish; Endocrinological functions; 
7dj1,Fish; Endocrinological functions; Salmonidae
7dj2,Fish; Endocrinological functions; Lampreys
7dj3,Fish; Endocrinological functions; Clupeidae
7dj4,Fish; Endocrinological functions; Esocidae
7dj5,Fish; Endocrinological functions; Cyprinidae
7dj6,Fish; Endocrinological functions; Anguillidae
7dj7,Fish; Endocrinological functions; Percidae
7dj8,Fish; Endocrinological functions; Cichlidae
7dj9,Fish; Endocrinological functions; 
7dk0,Fish; Biological rhythms; 
7dk1,Fish; Biological rhythms; Salmonidae
7dk2,Fish; Biological rhythms; Lampreys
7dk3,Fish; Biological rhythms; Clupeidae
7dk4,Fish; Biological rhythms; Esocidae
7dk5,Fish; Biological rhythms; Cyprinidae
7dk6,Fish; Biological rhythms; Anguillidae
7dk7,Fish; Biological rhythms; Percidae
7dk8,Fish; Biological rhythms; Cichlidae
7dk9,Fish; Biological rhythms; 
7dm0,Fish; Movement; 
7dm1,Fish; Movement; Salmonidae
7dm2,Fish; Movement; Lampreys
7dm3,Fish; Movement; Clupeidae
7dm4,Fish; Movement; Esocidae
7dm5,Fish; Movement; Cyprinidae
7dm6,Fish; Movement; Anguillidae
7dm7,Fish; Movement; Percidae
7dm8,Fish; Movement; Cichlidae
7dm9,Fish; Movement; 
7dn0,Fish; Neurophysiology; 
7dn1,Fish; Neurophysiology; Salmonidae
7dn2,Fish; Neurophysiology; Lampreys
7dn3,Fish; Neurophysiology; Clupeidae
7dn4,Fish; Neurophysiology; Esocidae
7dn5,Fish; Neurophysiology; Cyprinidae
7dn6,Fish; Neurophysiology; Anguillidae
7dn7,Fish; Neurophysiology; Percidae
7dn8,Fish; Neurophysiology; Cichlidae
7dn9,Fish; Neurophysiology; 
7dp0,Fish; Senses; 
7dp1,Fish; Senses; Salmonidae
7dp2,Fish; Senses; Lampreys
7dp3,Fish; Senses; Clupeidae
7dp4,Fish; Senses; Esocidae
7dp5,Fish; Senses; Cyprinidae
7dp6,Fish; Senses; Anguillidae
7dp7,Fish; Senses; Percidae
7dp8,Fish; Senses; Cichlidae
7dp9,Fish; Senses; 
7dq0,Fish; Physiological response to physical factors; 
7dq1,Fish; Physiological response to physical factors; Salmonidae
7dq2,Fish; Physiological response to physical factors; Lampreys
7dq3,Fish; Physiological response to physical factors; Clupeidae
7dq4,Fish; Physiological response to physical factors; Esocidae
7dq5,Fish; Physiological response to physical factors; Cyprinidae
7dq6,Fish; Physiological response to physical factors; Anguillidae
7dq7,Fish; Physiological response to physical factors; Percidae
7dq8,Fish; Physiological response to physical factors; Cichlidae
7dq9,Fish; Physiological response to physical factors; 
7dr0,Fish; Physiological response to chemicals; 
7dr1,Fish; Physiological response to chemicals; Salmonidae
7dr2,Fish; Physiological response to chemicals; Lampreys
7dr3,Fish; Physiological response to chemicals; Clupeidae
7dr4,Fish; Physiological response to chemicals; Esocidae
7dr5,Fish; Physiological response to chemicals; Cyprinidae
7dr6,Fish; Physiological response to chemicals; Anguillidae
7dr7,Fish; Physiological response to chemicals; Percidae
7dr8,Fish; Physiological response to chemicals; Cichlidae
7dr9,Fish; Physiological response to chemicals; 
7ds0,Fish; Biochemistry; 
7ds1,Fish; Biochemistry; Salmonidae
7ds2,Fish; Biochemistry; Lampreys
7ds3,Fish; Biochemistry; Clupeidae
7ds4,Fish; Biochemistry; Esocidae
7ds5,Fish; Biochemistry; Cyprinidae
7ds6,Fish; Biochemistry; Anguillidae
7ds7,Fish; Biochemistry; Percidae
7ds8,Fish; Biochemistry; Cichlidae
7ds9,Fish; Biochemistry; 
7dt0,Fish; Molecular Biology; 
7dt1,Fish; Molecular Biology; Salmonidae
7dt2,Fish; Molecular Biology; Lampreys
7dt3,Fish; Molecular Biology; Clupeidae
7dt4,Fish; Molecular Biology; Esocidae
7dt5,Fish; Molecular Biology; Cyprinidae
7dt6,Fish; Molecular Biology; Anguillidae
7dt7,Fish; Molecular Biology; Percidae
7dt8,Fish; Molecular Biology; Cichlidae
7dt9,Fish; Molecular Biology; 
7du0,Fish; Biodegradation; 
7du1,Fish; Biodegradation; Salmonidae
7du2,Fish; Biodegradation; Lampreys
7du3,Fish; Biodegradation; Clupeidae
7du4,Fish; Biodegradation; Esocidae
7du5,Fish; Biodegradation; Cyprinidae
7du6,Fish; Biodegradation; Anguillidae
7du7,Fish; Biodegradation; Percidae
7du8,Fish; Biodegradation; Cichlidae
7du9,Fish; Biodegradation; 
7dv0,Fish; Immunology; 
7dv1,Fish; Immunology; Salmonidae
7dv2,Fish; Immunology; Lampreys
7dv3,Fish; Immunology; Clupeidae
7dv4,Fish; Immunology; Esocidae
7dv5,Fish; Immunology; Cyprinidae
7dv6,Fish; Immunology; Anguillidae
7dv7,Fish; Immunology; Percidae
7dv8,Fish; Immunology; Cichlidae
7dv9,Fish; Immunology; 
7e0,Fish; Ecology; 
7e1,Fish; Ecology; Salmonidae
7e2,Fish; Ecology; Lampreys
7e3,Fish; Ecology; Clupeidae
7e4,Fish; Ecology; Esocidae
7e5,Fish; Ecology; Cyprinidae
7e6,Fish; Ecology; Anguillidae
7e7,Fish; Ecology; Percidae
7e8,Fish; Ecology; Cichlidae
7e9,Fish; Ecology; 
7ea0,Fish; Ecology; Inland Waters; 
7ea1,Fish; Ecology; Inland Waters; Salmonidae
7ea2,Fish; Ecology; Inland Waters; Lampreys
7ea3,Fish; Ecology; Inland Waters; Clupeidae
7ea4,Fish; Ecology; Inland Waters; Esocidae
7ea5,Fish; Ecology; Inland Waters; Cyprinidae
7ea6,Fish; Ecology; Inland Waters; Anguillidae
7ea7,Fish; Ecology; Inland Waters; Percidae
7ea8,Fish; Ecology; Inland Waters; Cichlidae
7ea9,Fish; Ecology; Inland Waters; 
7eb0,Fish; Ecology; Lakes; 
7eb1,Fish; Ecology; Lakes; Salmonidae
7eb2,Fish; Ecology; Lakes; Lampreys
7eb3,Fish; Ecology; Lakes; Clupeidae
7eb4,Fish; Ecology; Lakes; Esocidae
7eb5,Fish; Ecology; Lakes; Cyprinidae
7eb6,Fish; Ecology; Lakes; Anguillidae
7eb7,Fish; Ecology; Lakes; Percidae
7eb8,Fish; Ecology; Lakes; Cichlidae
7eb9,Fish; Ecology; Lakes; 
7ec0,Fish; Ecology; Temporary ponds; Temporary pools; 
7ec1,Fish; Ecology; Temporary ponds; Temporary pools; Salmonidae
7ec2,Fish; Ecology; Temporary ponds; Temporary pools; Lampreys
7ec3,Fish; Ecology; Temporary ponds; Temporary pools; Clupeidae
7ec4,Fish; Ecology; Temporary ponds; Temporary pools; Esocidae
7ec5,Fish; Ecology; Temporary ponds; Temporary pools; Cyprinidae
7ec6,Fish; Ecology; Temporary ponds; Temporary pools; Anguillidae
7ec7,Fish; Ecology; Temporary ponds; Temporary pools; Percidae
7ec8,Fish; Ecology; Temporary ponds; Temporary pools; Cichlidae
7ec9,Fish; Ecology; Temporary ponds; Temporary pools; 
7ed0,Fish; Ecology; Flowing waters; Rivers; 
7ed1,Fish; Ecology; Flowing waters; Rivers; Salmonidae
7ed2,Fish; Ecology; Flowing waters; Rivers; Lampreys
7ed3,Fish; Ecology; Flowing waters; Rivers; Clupeidae
7ed4,Fish; Ecology; Flowing waters; Rivers; Esocidae
7ed5,Fish; Ecology; Flowing waters; Rivers; Cyprinidae
7ed6,Fish; Ecology; Flowing waters; Rivers; Anguillidae
7ed7,Fish; Ecology; Flowing waters; Rivers; Percidae
7ed8,Fish; Ecology; Flowing waters; Rivers; Cichlidae
7ed9,Fish; Ecology; Flowing waters; Rivers; 
7ee0,Fish; Ecology; Estuaries; Lagoons; 
7ee1,Fish; Ecology; Estuaries; Lagoons; Salmonidae
7ee2,Fish; Ecology; Estuaries; Lagoons; Lampreys
7ee3,Fish; Ecology; Estuaries; Lagoons; Clupeidae
7ee4,Fish; Ecology; Estuaries; Lagoons; Esocidae
7ee5,Fish; Ecology; Estuaries; Lagoons; Cyprinidae
7ee6,Fish; Ecology; Estuaries; Lagoons; Anguillidae
7ee7,Fish; Ecology; Estuaries; Lagoons; Percidae
7ee8,Fish; Ecology; Estuaries; Lagoons; Cichlidae
7ee9,Fish; Ecology; Estuaries; Lagoons; 
7ef0,Fish; Ecology; Seas; Oceans; 
7ef1,Fish; Ecology; Seas; Oceans; Salmonidae
7ef2,Fish; Ecology; Seas; Oceans; Lampreys
7ef3,Fish; Ecology; Seas; Oceans; Clupeidae
7ef4,Fish; Ecology; Seas; Oceans; Esocidae
7ef5,Fish; Ecology; Seas; Oceans; Cyprinidae
7ef6,Fish; Ecology; Seas; Oceans; Anguillidae
7ef7,Fish; Ecology; Seas; Oceans; Percidae
7ef8,Fish; Ecology; Seas; Oceans; Cichlidae
7ef9,Fish; Ecology; Seas; Oceans; 
7eg0,Fish; Ecology; Soil water; 
7eg1,Fish; Ecology; Soil water; Salmonidae
7eg2,Fish; Ecology; Soil water; Lampreys
7eg3,Fish; Ecology; Soil water; Clupeidae
7eg4,Fish; Ecology; Soil water; Esocidae
7eg5,Fish; Ecology; Soil water; Cyprinidae
7eg6,Fish; Ecology; Soil water; Anguillidae
7eg7,Fish; Ecology; Soil water; Percidae
7eg8,Fish; Ecology; Soil water; Cichlidae
7eg9,Fish; Ecology; Soil water; 
7eh0,Fish; Ecology; Wetlands; 
7eh1,Fish; Ecology; Wetlands; Salmonidae
7eh2,Fish; Ecology; Wetlands; Lampreys
7eh3,Fish; Ecology; Wetlands; Clupeidae
7eh4,Fish; Ecology; Wetlands; Esocidae
7eh5,Fish; Ecology; Wetlands; Cyprinidae
7eh6,Fish; Ecology; Wetlands; Anguillidae
7eh7,Fish; Ecology; Wetlands; Percidae
7eh8,Fish; Ecology; Wetlands; Cichlidae
7eh9,Fish; Ecology; Wetlands; 
7ej0,Fish; Ecology; Snow; Ice; 
7ej1,Fish; Ecology; Snow; Ice; Salmonidae
7ej2,Fish; Ecology; Snow; Ice; Lampreys
7ej3,Fish; Ecology; Snow; Ice; Clupeidae
7ej4,Fish; Ecology; Snow; Ice; Esocidae
7ej5,Fish; Ecology; Snow; Ice; Cyprinidae
7ej6,Fish; Ecology; Snow; Ice; Anguillidae
7ej7,Fish; Ecology; Snow; Ice; Percidae
7ej8,Fish; Ecology; Snow; Ice; Cichlidae
7ej9,Fish; Ecology; Snow; Ice; 
7ek0,Fish; Ecology; Atmosphere; 
7ek1,Fish; Ecology; Atmosphere; Salmonidae
7ek2,Fish; Ecology; Atmosphere; Lampreys
7ek3,Fish; Ecology; Atmosphere; Clupeidae
7ek4,Fish; Ecology; Atmosphere; Esocidae
7ek5,Fish; Ecology; Atmosphere; Cyprinidae
7ek6,Fish; Ecology; Atmosphere; Anguillidae
7ek7,Fish; Ecology; Atmosphere; Percidae
7ek8,Fish; Ecology; Atmosphere; Cichlidae
7ek9,Fish; Ecology; Atmosphere; 
7en0,Fish; Ecology; Laboratory experimentation; 
7en1,Fish; Ecology; Laboratory experimentation; Salmonidae
7en2,Fish; Ecology; Laboratory experimentation; Lampreys
7en3,Fish; Ecology; Laboratory experimentation; Clupeidae
7en4,Fish; Ecology; Laboratory experimentation; Esocidae
7en5,Fish; Ecology; Laboratory experimentation; Cyprinidae
7en6,Fish; Ecology; Laboratory experimentation; Anguillidae
7en7,Fish; Ecology; Laboratory experimentation; Percidae
7en8,Fish; Ecology; Laboratory experimentation; Cichlidae
7en9,Fish; Ecology; Laboratory experimentation; 
7eo0,Fish; Ecology; Biological interaction; 
7eo1,Fish; Ecology; Biological interaction; Salmonidae
7eo2,Fish; Ecology; Biological interaction; Lampreys
7eo3,Fish; Ecology; Biological interaction; Clupeidae
7eo4,Fish; Ecology; Biological interaction; Esocidae
7eo5,Fish; Ecology; Biological interaction; Cyprinidae
7eo6,Fish; Ecology; Biological interaction; Anguillidae
7eo7,Fish; Ecology; Biological interaction; Percidae
7eo8,Fish; Ecology; Biological interaction; Cichlidae
7eo9,Fish; Ecology; Biological interaction; 
7ep0,Fish; Ecology; Underground waters; 
7ep1,Fish; Ecology; Underground waters; Salmonidae
7ep2,Fish; Ecology; Underground waters; Lampreys
7ep3,Fish; Ecology; Underground waters; Clupeidae
7ep4,Fish; Ecology; Underground waters; Esocidae
7ep5,Fish; Ecology; Underground waters; Cyprinidae
7ep6,Fish; Ecology; Underground waters; Anguillidae
7ep7,Fish; Ecology; Underground waters; Percidae
7ep8,Fish; Ecology; Underground waters; Cichlidae
7ep9,Fish; Ecology; Underground waters; 
7eq0,Fish; Ecology; Hot springs; 
7eq1,Fish; Ecology; Hot springs; Salmonidae
7eq2,Fish; Ecology; Hot springs; Lampreys
7eq3,Fish; Ecology; Hot springs; Clupeidae
7eq4,Fish; Ecology; Hot springs; Esocidae
7eq5,Fish; Ecology; Hot springs; Cyprinidae
7eq6,Fish; Ecology; Hot springs; Anguillidae
7eq7,Fish; Ecology; Hot springs; Percidae
7eq8,Fish; Ecology; Hot springs; Cichlidae
7eq9,Fish; Ecology; Hot springs; 
7er0,Fish; Ecology; Inland seas; Salt lakes; 
7er1,Fish; Ecology; Inland seas; Salt lakes; Salmonidae
7er2,Fish; Ecology; Inland seas; Salt lakes; Lampreys
7er3,Fish; Ecology; Inland seas; Salt lakes; Clupeidae
7er4,Fish; Ecology; Inland seas; Salt lakes; Esocidae
7er5,Fish; Ecology; Inland seas; Salt lakes; Cyprinidae
7er6,Fish; Ecology; Inland seas; Salt lakes; Anguillidae
7er7,Fish; Ecology; Inland seas; Salt lakes; Percidae
7er8,Fish; Ecology; Inland seas; Salt lakes; Cichlidae
7er9,Fish; Ecology; Inland seas; Salt lakes; 
7es0,Fish; Ecology; Sewage; 
7es1,Fish; Ecology; Sewage; Salmonidae
7es2,Fish; Ecology; Sewage; Lampreys
7es3,Fish; Ecology; Sewage; Clupeidae
7es4,Fish; Ecology; Sewage; Esocidae
7es5,Fish; Ecology; Sewage; Cyprinidae
7es6,Fish; Ecology; Sewage; Anguillidae
7es7,Fish; Ecology; Sewage; Percidae
7es8,Fish; Ecology; Sewage; Cichlidae
7es9,Fish; Ecology; Sewage; 
7et0,Fish; Ecology; Canals; 
7et1,Fish; Ecology; Canals; Salmonidae
7et2,Fish; Ecology; Canals; Lampreys
7et3,Fish; Ecology; Canals; Clupeidae
7et4,Fish; Ecology; Canals; Esocidae
7et5,Fish; Ecology; Canals; Cyprinidae
7et6,Fish; Ecology; Canals; Anguillidae
7et7,Fish; Ecology; Canals; Percidae
7et8,Fish; Ecology; Canals; Cichlidae
7et9,Fish; Ecology; Canals; 
7eu0,Fish; Ecology; Plant litter; 
7eu1,Fish; Ecology; Plant litter; Salmonidae
7eu2,Fish; Ecology; Plant litter; Lampreys
7eu3,Fish; Ecology; Plant litter; Clupeidae
7eu4,Fish; Ecology; Plant litter; Esocidae
7eu5,Fish; Ecology; Plant litter; Cyprinidae
7eu6,Fish; Ecology; Plant litter; Anguillidae
7eu7,Fish; Ecology; Plant litter; Percidae
7eu8,Fish; Ecology; Plant litter; Cichlidae
7eu9,Fish; Ecology; Plant litter; 
7ew0,Fish; Ecology; Water supply; 
7ew1,Fish; Ecology; Water supply; Salmonidae
7ew2,Fish; Ecology; Water supply; Lampreys
7ew3,Fish; Ecology; Water supply; Clupeidae
7ew4,Fish; Ecology; Water supply; Esocidae
7ew5,Fish; Ecology; Water supply; Cyprinidae
7ew6,Fish; Ecology; Water supply; Anguillidae
7ew7,Fish; Ecology; Water supply; Percidae
7ew8,Fish; Ecology; Water supply; Cichlidae
7ew9,Fish; Ecology; Water supply; 
7ex0,Fish; Radioecology; 
7ex1,Fish; Radioecology; Salmonidae
7ex2,Fish; Radioecology; Lampreys
7ex3,Fish; Radioecology; Clupeidae
7ex4,Fish; Radioecology; Esocidae
7ex5,Fish; Radioecology; Cyprinidae
7ex6,Fish; Radioecology; Anguillidae
7ex7,Fish; Radioecology; Percidae
7ex8,Fish; Radioecology; Cichlidae
7ex9,Fish; Radioecology; 
7f0,Fish; Life cycle; 
7f1,Fish; Life cycle; Salmonidae
7f2,Fish; Life cycle; Lampreys
7f3,Fish; Life cycle; Clupeidae
7f4,Fish; Life cycle; Esocidae
7f5,Fish; Life cycle; Cyprinidae
7f6,Fish; Life cycle; Anguillidae
7f7,Fish; Life cycle; Percidae
7f8,Fish; Life cycle; Cichlidae
7f9,Fish; Life cycle; 
7g0,Fish; Fisheries; 
7g1,Fish; Fisheries; Salmonidae
7g2,Fish; Fisheries; Lampreys
7g3,Fish; Fisheries; Clupeidae
7g4,Fish; Fisheries; Esocidae
7g5,Fish; Fisheries; Cyprinidae
7g6,Fish; Fisheries; Anguillidae
7g7,Fish; Fisheries; Percidae
7g8,Fish; Fisheries; Cichlidae
7g9,Fish; Fisheries; 
7h0,Fish; Pathology; 
7h1,Fish; Pathology; Salmonidae
7h2,Fish; Pathology; Lampreys
7h3,Fish; Pathology; Clupeidae
7h4,Fish; Pathology; Esocidae
7h5,Fish; Pathology; Cyprinidae
7h6,Fish; Pathology; Anguillidae
7h7,Fish; Pathology; Percidae
7h8,Fish; Pathology; Cichlidae
7h9,Fish; Pathology; 
7m0,Fish; Fossils; 
7m1,Fish; Fossils; Salmonidae
7m2,Fish; Fossils; Lampreys
7m3,Fish; Fossils; Clupeidae
7m4,Fish; Fossils; Esocidae
7m5,Fish; Fossils; Cyprinidae
7m6,Fish; Fossils; Anguillidae
7m7,Fish; Fossils; Percidae
7m8,Fish; Fossils; Cichlidae
7m9,Fish; Fossils; 
7n0,Fish; Genetics; 
7n1,Fish; Genetics; Salmonidae
7n2,Fish; Genetics; Lampreys
7n3,Fish; Genetics; Clupeidae
7n4,Fish; Genetics; Esocidae
7n5,Fish; Genetics; Cyprinidae
7n6,Fish; Genetics; Anguillidae
7n7,Fish; Genetics; Percidae
7n8,Fish; Genetics; Cichlidae
7n9,Fish; Genetics; 
7p0,Fish; Behaviour; 
7p1,Fish; Behaviour; Salmonidae
7p2,Fish; Behaviour; Lampreys
7p3,Fish; Behaviour; Clupeidae
7p4,Fish; Behaviour; Esocidae
7p5,Fish; Behaviour; Cyprinidae
7p6,Fish; Behaviour; Anguillidae
7p7,Fish; Behaviour; Percidae
7p8,Fish; Behaviour; Cichlidae
7p9,Fish; Behaviour; 
7q0,Fish; production; 
7q1,Fish; production; Salmonidae
7q2,Fish; production; Lampreys
7q3,Fish; production; Clupeidae
7q4,Fish; production; Esocidae
7q5,Fish; production; Cyprinidae
7q6,Fish; production; Anguillidae
7q7,Fish; production; Percidae
7q8,Fish; production; Cichlidae
7q9,Fish; production; 
8,Vertebrates
8a0,Vertebrates; Methods; 
8a1,Vertebrates; Methods; Amphibians
8a2,Vertebrates; Methods; Reptiles
8a3,Vertebrates; Methods; Birds
8a4,Vertebrates; Methods; Mammals
8b0,Vertebrates; Morphology; Taxonomy; 
8b1,Vertebrates; Morphology; Taxonomy; Amphibians
8b2,Vertebrates; Morphology; Taxonomy; Reptiles
8b3,Vertebrates; Morphology; Taxonomy; Birds
8b4,Vertebrates; Morphology; Taxonomy; Mammals
8c0,Vertebrates; Geographical distribution;  
8c1,Vertebrates; Geographical distribution;  Amphibians
8c2,Vertebrates; Geographical distribution;  Reptiles
8c3,Vertebrates; Geographical distribution;  Birds
8c4,Vertebrates; Geographical distribution;  Mammals
8d0,Vertebrates; Biochemistry; Physiology; 
8d1,Vertebrates; Biochemistry; Physiology; Amphibians
8d2,Vertebrates; Biochemistry; Physiology; Reptiles
8d3,Vertebrates; Biochemistry; Physiology; Birds
8d4,Vertebrates; Biochemistry; Physiology; Mammals
8da0,Vertebrates; Physiological techniques; Biochemical techniques; 
8da1,Vertebrates; Physiological techniques; Biochemical techniques; Amphibians
8da2,Vertebrates; Physiological techniques; Biochemical techniques; Reptiles
8da3,Vertebrates; Physiological techniques; Biochemical techniques; Birds
8da4,Vertebrates; Physiological techniques; Biochemical techniques; Mammals
8db0,Vertebrates; Histology; Histochemistry; Cytology; 
8db1,Vertebrates; Histology; Histochemistry; Cytology; Amphibians
8db2,Vertebrates; Histology; Histochemistry; Cytology; Reptiles
8db3,Vertebrates; Histology; Histochemistry; Cytology; Birds
8db4,Vertebrates; Histology; Histochemistry; Cytology; Mammals
8dc0,Vertebrates; Animal fluids; 
8dc1,Vertebrates; Animal fluids; Amphibians
8dc2,Vertebrates; Animal fluids; Reptiles
8dc3,Vertebrates; Animal fluids; Birds
8dc4,Vertebrates; Animal fluids; Mammals
8dd0,Vertebrates; Respiration; Energetics; 
8dd1,Vertebrates; Respiration; Energetics; Amphibians
8dd2,Vertebrates; Respiration; Energetics; Reptiles
8dd3,Vertebrates; Respiration; Energetics; Birds
8dd4,Vertebrates; Respiration; Energetics; Mammals
8de0,Vertebrates; Chemosynthesis; Pigmentation; 
8de1,Vertebrates; Chemosynthesis; Pigmentation; Amphibians
8de2,Vertebrates; Chemosynthesis; Pigmentation; Reptiles
8de3,Vertebrates; Chemosynthesis; Pigmentation; Birds
8de4,Vertebrates; Chemosynthesis; Pigmentation; Mammals
8df0,Vertebrates;  Metabolism; 
8df1,Vertebrates;  Metabolism; Amphibians
8df2,Vertebrates;  Metabolism; Reptiles
8df3,Vertebrates;  Metabolism; Birds
8df4,Vertebrates;  Metabolism; Mammals
8dg0,Vertebrates; Growth; 
8dg1,Vertebrates; Growth; Amphibians
8dg2,Vertebrates; Growth; Reptiles
8dg3,Vertebrates; Growth; Birds
8dg4,Vertebrates; Growth; Mammals
8dh0,Vertebrates; Reproduction; 
8dh1,Vertebrates; Reproduction; Amphibians
8dh2,Vertebrates; Reproduction; Reptiles
8dh3,Vertebrates; Reproduction; Birds
8dh4,Vertebrates; Reproduction; Mammals
8dj0,Vertebrates; Endocrinological functions; 
8dj1,Vertebrates; Endocrinological functions; Amphibians
8dj2,Vertebrates; Endocrinological functions; Reptiles
8dj3,Vertebrates; Endocrinological functions; Birds
8dj4,Vertebrates; Endocrinological functions; Mammals
8dk0,Vertebrates; Biological rhythms; 
8dk1,Vertebrates; Biological rhythms; Amphibians
8dk2,Vertebrates; Biological rhythms; Reptiles
8dk3,Vertebrates; Biological rhythms; Birds
8dk4,Vertebrates; Biological rhythms; Mammals
8dm0,Vertebrates; Movement; 
8dm1,Vertebrates; Movement; Amphibians
8dm2,Vertebrates; Movement; Reptiles
8dm3,Vertebrates; Movement; Birds
8dm4,Vertebrates; Movement; Mammals
8dn0,Vertebrates; Neurophysiology; 
8dn1,Vertebrates; Neurophysiology; Amphibians
8dn2,Vertebrates; Neurophysiology; Reptiles
